customer_id,customer_tier,acquisition_channel,promo_order_pct,buyer_segment,order_count,promo_order_count,total_gross,total_net,total_disc_received
175,Bronze,Organic,33.3,Mixed,3,1,1162.54,1118.31,44.23
199,Bronze,Paid,33.3,Mixed,6,2,2054.69,1857.96,196.73
212,Bronze,Organic,33.3,Mixed,3,1,2012.19,1837.34,174.85
218,Bronze,Referral,33.3,Mixed,3,1,864.23,803.16,61.07
240,Bronze,Paid,33.3,Mixed,3,1,1217.24,1065.61,151.63
310,Bronze,Paid,33.3,Mixed,3,1,812,783.92,28.08
311,Silver,Paid,33.3,Mixed,6,2,3068.57,2910.71,157.86
278,Bronze,Referral,33.3,Mixed,3,1,1485.49,1450.84,34.65
396,Bronze,Referral,33.3,Mixed,3,1,1692.89,1556.31,136.58
398,Silver,Referral,33.3,Mixed,6,2,2914.61,2805.58,109.03
456,Bronze,Organic,33.3,Mixed,3,1,397.42,378.62,18.8
445,Silver,Paid,33.3,Mixed,6,2,3425.89,3337.38,88.51
463,Bronze,Organic,33.3,Mixed,3,1,687.12,678.77,8.35
327,Silver,Paid,33.3,Mixed,9,3,2736.47,2605.7,130.77
314,Bronze,Referral,33.3,Mixed,3,1,1689.49,1558.77,130.72
330,Bronze,Paid,33.3,Mixed,3,1,1209.12,1109.39,99.73
473,Bronze,Paid,33.3,Mixed,6,2,998.01,957.22,40.79
563,Bronze,Paid,33.3,Mixed,3,1,714.25,703.31,10.94
549,Bronze,Paid,33.3,Mixed,3,1,1136.59,1130.46,6.13
559,Bronze,Referral,33.3,Mixed,3,1,993.92,863.91,130.01
596,Bronze,Referral,33.3,Mixed,3,1,768.66,758.38,10.28
1038,Bronze,Referral,33.3,Mixed,3,1,1189.82,1165,24.82
1052,Bronze,Organic,33.3,Mixed,3,1,1212.2,1052.86,159.34
1061,Bronze,Organic,33.3,Mixed,6,2,2440.99,2258.99,182
942,Bronze,Referral,33.3,Mixed,3,1,1756.82,1619.74,137.08
920,Bronze,Organic,33.3,Mixed,6,2,1670.47,1631.34,39.13
924,Silver,Organic,33.3,Mixed,6,2,3239.23,3092.22,147.01
932,Bronze,Referral,33.3,Mixed,3,1,1896.15,1692.8,203.35
958,Bronze,Paid,33.3,Mixed,3,1,155.69,151.21,4.48
975,Bronze,Paid,33.3,Mixed,6,2,2049.3,1922.33,126.97
973,Bronze,Organic,33.3,Mixed,3,1,783.94,675.09,108.85
1172,Bronze,Organic,33.3,Mixed,3,1,716.48,677.84,38.64
1193,Bronze,Organic,33.3,Mixed,6,2,1885.67,1815.16,70.51
1156,Bronze,Referral,33.3,Mixed,6,2,1718.15,1586.62,131.53
1128,Bronze,Organic,33.3,Mixed,6,2,1718.79,1637.49,81.3
1078,Bronze,Organic,33.3,Mixed,3,1,324.91,309.62,15.29
1081,Bronze,Referral,33.3,Mixed,3,1,1772.22,1752.46,19.76
1082,Bronze,Paid,33.3,Mixed,6,2,835.03,812.03,23
645,Bronze,Organic,33.3,Mixed,3,1,1726.55,1688.43,38.12
646,Bronze,Referral,33.3,Mixed,3,1,728.13,653,75.13
697,Silver,Paid,33.3,Mixed,12,4,3219.69,3036.12,183.57
734,Bronze,Organic,33.3,Mixed,6,2,1196.03,1125.86,70.17
741,Bronze,Referral,33.3,Mixed,3,1,488.73,391.77,96.96
799,Bronze,Referral,33.3,Mixed,3,1,1017.46,929.23,88.23
803,Bronze,Referral,33.3,Mixed,3,1,1576.17,1509.09,67.08
842,Bronze,Organic,33.3,Mixed,6,2,1204.27,1064,140.27
778,Bronze,Referral,33.3,Mixed,3,1,705.33,583.93,121.4
779,Bronze,Referral,33.3,Mixed,3,1,664.68,628.2,36.48
899,Bronze,Organic,33.3,Mixed,3,1,1309.77,1251.86,57.91
887,Bronze,Paid,33.3,Mixed,6,2,2095.45,2055.8,39.65
852,Silver,Organic,33.3,Mixed,3,1,2357.74,2348.11,9.63
494,Gold,Paid,29.4,Mixed,17,5,7304.37,6860.91,443.46
545,Bronze,Organic,28.6,Mixed,7,2,2291.94,2186.95,104.99
663,Silver,Paid,28.6,Mixed,7,2,3429.75,3348.77,80.98
1159,Bronze,Organic,28.6,Mixed,7,2,2415.87,2248.24,167.63
1184,Silver,Organic,28.6,Mixed,7,2,4186.08,3953.66,232.42
939,Bronze,Paid,28.6,Mixed,7,2,2162.39,2068.9,93.49
1014,Silver,Organic,28.6,Mixed,7,2,2869.97,2762.86,107.11
1008,Bronze,Organic,28.6,Mixed,7,2,1809.64,1710.08,99.56
944,Silver,Paid,27.3,Mixed,11,3,4429.47,4109.16,320.31
1190,Silver,Paid,27.3,Mixed,11,3,4464.58,4141.66,322.92
888,Silver,Organic,27.3,Mixed,11,3,2996.96,2921.15,75.81
247,Silver,Paid,27.3,Mixed,11,3,3008.31,2914.37,93.94
268,Bronze,Referral,25,Mixed,4,1,1746.5,1716.82,29.68
272,Bronze,Referral,25,Mixed,4,1,262.73,253.65,9.08
219,Bronze,Organic,25,Mixed,4,1,499.76,498.89,0.87
208,Gold,Organic,25,Mixed,12,3,5983.24,5941.51,41.73
185,Bronze,Organic,25,Mixed,8,2,2200.79,2055.95,144.84
101,Silver,Referral,25,Mixed,12,3,4350.7,4292.89,57.81
138,Bronze,Paid,25,Mixed,12,3,2688.58,2207.95,480.63
35,Bronze,Paid,25,Mixed,4,1,1209.42,1151.84,57.58
64,Bronze,Organic,25,Mixed,4,1,798.86,792.48,6.38
65,Gold,Referral,25,Mixed,16,4,5560.86,5478.89,81.97
544,Silver,Organic,25,Mixed,4,1,2718.77,2670.06,48.71
595,Bronze,Paid,25,Mixed,4,1,1382.38,1322.07,60.31
531,Bronze,Paid,25,Mixed,4,1,830.1,810.2,19.9
511,Bronze,Organic,25,Mixed,4,1,423.28,390.18,33.1
423,Bronze,Organic,25,Mixed,8,2,1987.23,1935.93,51.3
879,Bronze,Paid,25,Mixed,4,1,1198.46,1097.71,100.75
900,Bronze,Organic,25,Mixed,4,1,1139.19,1119.74,19.45
845,Bronze,Referral,25,Mixed,4,1,641.33,609.89,31.44
854,Bronze,Organic,25,Mixed,4,1,1572.9,1519.63,53.27
836,Gold,Organic,25,Mixed,16,4,6464.03,6350.27,113.76
828,Bronze,Paid,25,Mixed,4,1,647.02,635.99,11.03
797,Bronze,Organic,25,Mixed,4,1,1062.99,971.74,91.25
667,Bronze,Paid,25,Mixed,4,1,1561.2,1485.87,75.33
670,Bronze,Organic,25,Mixed,4,1,842.18,728.65,113.53
692,Bronze,Paid,25,Mixed,8,2,1717.76,1617.41,100.35
643,Bronze,Organic,25,Mixed,4,1,763.66,728.49,35.17
644,Bronze,Referral,25,Mixed,4,1,1102.97,1075.02,27.95
652,Bronze,Organic,25,Mixed,4,1,1806.2,1778.46,27.74
770,Bronze,Referral,25,Mixed,8,2,2218.59,1987.64,230.95
771,Bronze,Organic,25,Mixed,4,1,1246.27,1221.57,24.7
772,Bronze,Paid,25,Mixed,4,1,1279.74,1078.71,201.03
1173,Silver,Referral,25,Mixed,8,2,3495.96,3181.03,314.93
1089,Silver,Organic,25,Mixed,8,2,2428.75,2389.29,39.46
1101,Bronze,Organic,25,Mixed,4,1,558.54,541.02,17.52
1107,Bronze,Organic,25,Mixed,4,1,700.35,694.14,6.21
1144,Bronze,Paid,25,Mixed,4,1,758.15,749.53,8.62
927,Bronze,Organic,25,Mixed,4,1,1487.13,1448.66,38.47
922,Silver,Paid,25,Mixed,8,2,3051.61,2837.15,214.46
983,Bronze,Paid,25,Mixed,4,1,1401.49,1285.82,115.67
991,Bronze,Referral,25,Mixed,8,2,1361.17,1212.27,148.9
1001,Bronze,Organic,25,Mixed,4,1,1992.27,1933.49,58.78
1059,Bronze,Paid,25,Mixed,4,1,1663.33,1621.72,41.61
316,Gold,Organic,23.1,Mixed,13,3,5443.22,4968.47,474.75
554,Silver,Referral,23.1,Mixed,13,3,3291.32,3028.67,262.65
174,Gold,Paid,22.7,Mixed,22,5,6230.15,6048.04,182.11
553,Bronze,Paid,22.2,Mixed,9,2,1912.47,1848.54,63.93
474,Silver,Paid,22.2,Mixed,9,2,3233.14,3020.82,212.32
331,Bronze,Organic,22.2,Mixed,9,2,1955.86,1878.03,77.83
324,Silver,Paid,22.2,Mixed,9,2,3136.8,3107.12,29.68
1104,Bronze,Paid,22.2,Mixed,9,2,2079.74,1901.18,178.56
1115,Bronze,Organic,22.2,Mixed,9,2,2073.64,2025.25,48.39
625,Silver,Organic,22.2,Mixed,9,2,3363.18,3185.69,177.49
847,Bronze,Paid,22.2,Mixed,9,2,1953.4,1842.14,111.26
469,Gold,Paid,21.7,Mixed,23,5,7421.02,7174.71,246.31
761,Gold,Paid,21.4,Mixed,14,3,5117.85,4983.07,134.78
1074,Silver,Referral,21.4,Mixed,14,3,3162.87,3055.06,107.81
762,Gold,Referral,21.1,Mixed,19,4,5916.41,5732.37,184.04
750,Gold,Paid,20,Mixed,15,3,5193.2,5059.7,133.5
708,Bronze,Organic,20,Mixed,5,1,1960.41,1820.76,139.65
657,Silver,Organic,20,Mixed,15,3,2520.79,2451.61,69.18
698,Silver,Paid,20,Mixed,10,2,3648.3,3599.98,48.32
689,Silver,Organic,20,Mixed,5,1,2989.77,2976.84,12.93
857,Bronze,Organic,20,Mixed,5,1,1620.35,1595.47,24.88
885,Bronze,Paid,20,Mixed,5,1,1442.62,1307.21,135.41
792,Bronze,Referral,20,Mixed,5,1,1447.86,1419.43,28.43
838,Bronze,Organic,20,Mixed,5,1,930.24,927.74,2.5
785,Silver,Referral,20,Mixed,5,1,2739.86,2558.62,181.24
760,Silver,Organic,20,Mixed,5,1,2877.02,2555.02,322
775,Silver,Paid,20,Mixed,5,1,3224.11,3161.31,62.8
1075,Bronze,Paid,20,Mixed,5,1,1937.74,1915.3,22.44
1048,Bronze,Organic,20,Mixed,5,1,1343.32,1296.49,46.83
1054,Bronze,Organic,20,Mixed,5,1,1258.14,1235.09,23.05
1007,Bronze,Paid,20,Mixed,5,1,1719.06,1701.49,17.57
1011,Bronze,Organic,20,Mixed,5,1,1097.13,1067.93,29.2
921,Silver,Organic,20,Mixed,10,2,2709.93,2635.66,74.27
905,Bronze,Referral,20,Mixed,10,2,1997.4,1933.97,63.43
938,Bronze,Organic,20,Mixed,5,1,1114.77,1080.32,34.45
1153,Bronze,Organic,20,Mixed,5,1,609.74,596.03,13.71
1137,Gold,Organic,20,Mixed,20,4,5290.02,5003.33,286.69
1138,Bronze,Paid,20,Mixed,5,1,1467.62,1462.56,5.06
486,Bronze,Organic,20,Mixed,5,1,1011.78,988.59,23.19
498,Bronze,Paid,20,Mixed,5,1,1767.18,1742.62,24.56
521,Silver,Organic,20,Mixed,5,1,2648.2,2610.11,38.09
539,Bronze,Organic,20,Mixed,5,1,1083.66,910.09,173.57
525,Silver,Organic,20,Mixed,5,1,2626.09,2501.27,124.82
574,Bronze,Organic,20,Mixed,5,1,1038.24,1032.7,5.54
577,Gold,Organic,20,Mixed,20,4,7069.16,6723.64,345.52
373,Bronze,Paid,20,Mixed,5,1,1944.26,1895.37,48.89
401,Silver,Organic,20,Mixed,10,2,2545.39,2523.16,22.23
387,Bronze,Referral,20,Mixed,10,2,2248.49,2214.87,33.62
447,Silver,Paid,20,Mixed,5,1,2568.24,2565.46,2.78
171,Bronze,Organic,20,Mixed,5,1,1595,1571.84,23.16
181,Bronze,Paid,20,Mixed,5,1,1045.91,1037.67,8.24
184,Bronze,Organic,20,Mixed,5,1,1513.27,1503.46,9.81
262,Bronze,Paid,20,Mixed,5,1,1868.32,1591.88,276.44
246,Bronze,Paid,20,Mixed,5,1,1020.84,1015.8,5.04
251,Bronze,Organic,20,Mixed,5,1,1276,1249.76,26.24
41,Bronze,Organic,20,Mixed,5,1,980.53,977.71,2.82
57,Bronze,Organic,20,Mixed,10,2,2399.3,2291.81,107.49
8,Bronze,Organic,20,Mixed,5,1,1740.91,1706.44,34.47
139,Bronze,Organic,20,Mixed,5,1,943.3,927.23,16.07
130,Gold,Organic,18.8,Full-Price,16,3,6362.59,6164.83,197.76
394,Gold,Paid,18.8,Full-Price,16,3,5582.27,5510.16,72.11
683,Silver,Referral,18.8,Full-Price,16,3,3543.23,3471.44,71.79
789,Silver,Paid,18.2,Full-Price,11,2,2691.95,2620.37,71.58
871,Gold,Organic,18.2,Full-Price,22,4,5890.49,5558.26,332.23
1171,Gold,Paid,18.2,Full-Price,11,2,5876.04,5556.55,319.49
427,Silver,Organic,18.2,Full-Price,11,2,3050.05,2724.11,325.94
353,Silver,Paid,18.2,Full-Price,11,2,3293.85,3270.56,23.29
98,Bronze,Organic,18.2,Full-Price,11,2,1928.12,1916.1,12.02
21,Silver,Paid,18.2,Full-Price,11,2,3085.62,2737.83,347.79
109,Gold,Referral,17.6,Full-Price,17,3,6798.83,6593.83,205
189,Gold,Organic,17.1,Full-Price,35,6,10448.73,10357.89,90.84
145,Bronze,Organic,16.7,Full-Price,6,1,930.13,886.3,43.83
245,Silver,Referral,16.7,Full-Price,6,1,3247.65,3162.56,85.09
266,Silver,Paid,16.7,Full-Price,12,2,4140.54,4069.15,71.39
271,Bronze,Paid,16.7,Full-Price,6,1,875.24,870.03,5.21
281,Silver,Organic,16.7,Full-Price,6,1,2374.79,2348.99,25.8
111,Bronze,Paid,16.7,Full-Price,6,1,922.53,904.29,18.24
105,Silver,Paid,16.7,Full-Price,6,1,2521.42,2453.46,67.96
82,Bronze,Paid,16.7,Full-Price,6,1,1763.08,1755.44,7.64
83,Bronze,Organic,16.7,Full-Price,6,1,1907.26,1867.17,40.09
80,Bronze,Referral,16.7,Full-Price,6,1,2084.74,1971.03,113.71
148,Bronze,Paid,16.7,Full-Price,6,1,1721.68,1717.78,3.9
157,Silver,Organic,16.7,Full-Price,12,2,3518.96,3448.57,70.39
31,Silver,Paid,16.7,Full-Price,6,1,3795.63,3753.51,42.12
47,Bronze,Paid,16.7,Full-Price,6,1,1290.98,1275.89,15.09
48,Bronze,Organic,16.7,Full-Price,6,1,1862.29,1765.91,96.38
66,Gold,Paid,16.7,Full-Price,18,3,7610.44,7409.62,200.82
363,Gold,Organic,16.7,Full-Price,18,3,5569.55,5362.01,207.54
374,Bronze,Paid,16.7,Full-Price,6,1,997.49,989.92,7.57
357,Bronze,Paid,16.7,Full-Price,6,1,1401.42,1380.79,20.63
338,Bronze,Organic,16.7,Full-Price,6,1,1300.42,1290.19,10.23
404,Bronze,Organic,16.7,Full-Price,12,2,1993.23,1948.23,45
591,Bronze,Paid,16.7,Full-Price,12,2,1913.58,1899.23,14.35
493,Gold,Paid,16.7,Full-Price,18,3,6680.59,6581.62,98.97
481,Silver,Referral,16.7,Full-Price,6,1,2859.42,2704.94,154.48
1195,Bronze,Paid,16.7,Full-Price,6,1,1204.99,1191.39,13.6
1122,Bronze,Organic,16.7,Full-Price,6,1,1964.46,1950.28,14.18
1140,Bronze,Referral,16.7,Full-Price,6,1,1454.2,1387.24,66.96
1072,Silver,Referral,16.7,Full-Price,6,1,2821.86,2810.31,11.55
952,Bronze,Paid,16.7,Full-Price,6,1,804.77,775.84,28.93
1030,Silver,Organic,16.7,Full-Price,6,1,2495.51,2479.23,16.28
895,Bronze,Paid,16.7,Full-Price,6,1,2346.44,2321.63,24.81
788,Silver,Referral,16.7,Full-Price,6,1,2694.78,2684.97,9.81
841,Silver,Organic,16.7,Full-Price,6,1,2448.22,2323.55,124.67
804,Silver,Organic,16.7,Full-Price,12,2,3515.07,3373.95,141.12
754,Bronze,Referral,16.7,Full-Price,6,1,1367.44,1327.65,39.79
640,Silver,Paid,16.7,Full-Price,6,1,2967.84,2962.97,4.87
662,Silver,Organic,16.7,Full-Price,6,1,2820.47,2811.15,9.32
647,Gold,Organic,16.7,Full-Price,6,1,4858.49,4759.53,98.96
622,Bronze,Organic,16.7,Full-Price,6,1,1580.81,1427.01,153.8
1199,Gold,Paid,15.8,Full-Price,19,3,5942.08,5834.02,108.06
1188,Silver,Organic,15.4,Full-Price,13,2,3364.08,3240.37,123.71
1126,Silver,Paid,15.4,Full-Price,13,2,2605.29,2600.68,4.61
1047,Silver,Organic,15.4,Full-Price,13,2,2850.05,2743.63,106.42
966,Silver,Referral,15.4,Full-Price,13,2,2977.44,2951.32,26.12
509,Gold,Organic,15.4,Full-Price,13,2,4859.48,4779.34,80.14
517,Gold,Organic,15.4,Full-Price,13,2,5025.73,4901.11,124.62
528,Silver,Paid,15.4,Full-Price,13,2,4296.43,4061.83,234.6
592,Gold,Referral,15.4,Full-Price,13,2,5735.59,5677.06,58.53
558,Gold,Organic,15.4,Full-Price,13,2,5342.37,5211.95,130.42
566,Bronze,Paid,14.3,Full-Price,7,1,1115.28,1096.89,18.39
516,Gold,Paid,14.3,Full-Price,21,3,5816.35,5787.11,29.24
499,Bronze,Paid,14.3,Full-Price,7,1,2064.04,2046.48,17.56
485,Gold,Referral,14.3,Full-Price,21,3,7990.93,7841.05,149.88
405,Gold,Organic,14.3,Full-Price,14,2,7494.17,7207.02,287.15
459,Bronze,Referral,14.3,Full-Price,7,1,1417.44,1395.62,21.82
344,Gold,Organic,14.3,Full-Price,7,1,4690.01,4574.49,115.52
345,Bronze,Organic,14.3,Full-Price,7,1,1861.28,1848.89,12.39
50,Bronze,Organic,14.3,Full-Price,7,1,1818.05,1808.04,10.01
53,Silver,Paid,14.3,Full-Price,7,1,4415.1,4319.86,95.24
2,Bronze,Referral,14.3,Full-Price,7,1,1366.29,1354.43,11.86
153,Bronze,Paid,14.3,Full-Price,7,1,1689.08,1630.66,58.42
88,Bronze,Organic,14.3,Full-Price,7,1,2358.22,2135.23,222.99
282,Bronze,Organic,14.3,Full-Price,7,1,1661.64,1638.23,23.41
292,Bronze,Organic,14.3,Full-Price,7,1,1486.13,1346.19,139.94
260,Silver,Organic,14.3,Full-Price,7,1,2629.35,2588.41,40.94
200,Bronze,Paid,14.3,Full-Price,7,1,1702.73,1691.91,10.82
946,Silver,Paid,14.3,Full-Price,14,2,4069.18,4020.76,48.42
948,Bronze,Paid,14.3,Full-Price,7,1,1369.01,1366.5,2.51
1036,Gold,Referral,14.3,Full-Price,21,3,5987.63,5921.26,66.37
1012,Bronze,Referral,14.3,Full-Price,7,1,1419.52,1400.04,19.48
1000,Bronze,Referral,14.3,Full-Price,7,1,2160.77,2120.71,40.06
1006,Gold,Paid,14.3,Full-Price,14,2,4473.89,4404.94,68.95
997,Bronze,Referral,14.3,Full-Price,7,1,1202.45,1186.87,15.58
1109,Bronze,Referral,14.3,Full-Price,7,1,1164.68,1134.64,30.04
680,Silver,Organic,14.3,Full-Price,14,2,3273.11,3206.71,66.4
703,Bronze,Paid,14.3,Full-Price,7,1,1284.82,1278.74,6.08
719,Gold,Organic,14.3,Full-Price,28,4,5743.06,5633.93,109.13
884,Silver,Referral,14.3,Full-Price,7,1,2667,2655.99,11.01
881,Gold,Organic,14.3,Full-Price,7,1,4709.22,4706.76,2.46
872,Silver,Organic,14.3,Full-Price,7,1,3016.46,3008.37,8.09
867,Gold,Organic,13.3,Full-Price,15,2,4402.78,4324.78,78
1051,Gold,Organic,13.3,Full-Price,15,2,4380.96,4372.04,8.92
252,Gold,Referral,13.3,Full-Price,15,2,4449.45,4360.48,88.97
259,Gold,Referral,13.3,Full-Price,15,2,7289.3,7245.89,43.41
417,Gold,Organic,13.3,Full-Price,15,2,5567.33,5547.6,19.73
93,Silver,Organic,13,Full-Price,23,3,3842.04,3779.78,62.26
91,Silver,Organic,12.5,Full-Price,8,1,2612.31,2470.61,141.7
5,Bronze,Referral,12.5,Full-Price,8,1,1687.64,1683.19,4.45
18,Gold,Paid,12.5,Full-Price,16,2,4663.93,4574.1,89.83
22,Silver,Organic,12.5,Full-Price,8,1,2544.81,2382.41,162.4
257,Gold,Paid,12.5,Full-Price,16,2,5713.04,5682.14,30.9
215,Bronze,Paid,12.5,Full-Price,8,1,1544.3,1517.56,26.74
420,Bronze,Organic,12.5,Full-Price,8,1,1796.02,1757.15,38.87
421,Gold,Organic,12.5,Full-Price,16,2,6060.63,6003.58,57.05
412,Silver,Organic,12.5,Full-Price,8,1,2795.39,2757.9,37.49
434,Bronze,Referral,12.5,Full-Price,8,1,1711.45,1662.41,49.04
379,Bronze,Organic,12.5,Full-Price,8,1,2151.13,2086.02,65.11
375,Silver,Paid,12.5,Full-Price,16,2,3831.78,3782.24,49.54
506,Silver,Organic,12.5,Full-Price,8,1,3323.13,3318.97,4.16
501,Silver,Paid,12.5,Full-Price,8,1,3232.74,2894.8,337.94
533,Bronze,Paid,12.5,Full-Price,8,1,1657.73,1595.43,62.3
600,Bronze,Paid,12.5,Full-Price,8,1,1849.08,1815.99,33.09
1192,Gold,Organic,12.5,Full-Price,16,2,6699.32,6693.73,5.59
1045,Bronze,Organic,12.5,Full-Price,8,1,2141.45,2130.49,10.96
1065,Gold,Referral,12.5,Full-Price,16,2,4906.26,4870.46,35.8
943,Gold,Paid,12.5,Full-Price,16,2,5658.33,5556.53,101.8
849,Bronze,Organic,12.5,Full-Price,8,1,1537.84,1506.79,31.05
844,Gold,Referral,12.5,Full-Price,16,2,5084.33,5051.15,33.18
891,Bronze,Organic,12.5,Full-Price,8,1,2240.9,2171.56,69.34
794,Silver,Organic,12.5,Full-Price,8,1,3327.49,3324.09,3.4
802,Silver,Referral,12.5,Full-Price,8,1,2415.78,2413.12,2.66
733,Bronze,Organic,12.5,Full-Price,8,1,2007.37,1936.8,70.57
740,Gold,Organic,12.5,Full-Price,16,2,7147.87,7100.63,47.24
765,Silver,Paid,12.5,Full-Price,16,2,4099.26,3890.38,208.88
1067,Gold,Referral,11.8,Full-Price,17,2,5625.45,5539.82,85.63
322,Silver,Paid,11.8,Full-Price,17,2,4316.95,3997.32,319.63
319,Silver,Organic,11.1,Full-Price,9,1,2822.96,2811.95,11.01
359,Bronze,Organic,11.1,Full-Price,9,1,1553.58,1548.77,4.81
301,Bronze,Paid,11.1,Full-Price,9,1,2156.21,2126.53,29.68
453,Silver,Organic,11.1,Full-Price,9,1,2548.18,2526.37,21.81
586,Bronze,Organic,11.1,Full-Price,9,1,2644.22,2260.25,383.97
567,Silver,Organic,11.1,Full-Price,9,1,2709.18,2687.43,21.75
548,Bronze,Organic,11.1,Full-Price,9,1,1570.09,1529.52,40.57
220,Bronze,Organic,11.1,Full-Price,9,1,2176.38,2158.67,17.71
226,Silver,Referral,11.1,Full-Price,9,1,2393.36,2349.1,44.26
177,Gold,Organic,11.1,Full-Price,9,1,4903.21,4851.72,51.49
249,Bronze,Paid,11.1,Full-Price,9,1,1848.2,1830.29,17.91
255,Bronze,Referral,11.1,Full-Price,9,1,2081.83,2076.33,5.5
275,Gold,Paid,11.1,Full-Price,18,2,5825.85,5723.99,101.86
288,Gold,Referral,11.1,Full-Price,18,2,5453.21,5402.99,50.22
118,Silver,Referral,11.1,Full-Price,9,1,2438.51,2355.71,82.8
1062,Silver,Paid,11.1,Full-Price,9,1,3250.15,3225.67,24.48
1055,Silver,Paid,11.1,Full-Price,9,1,3889.52,3865.71,23.81
1049,Bronze,Organic,11.1,Full-Price,9,1,2165.58,2122.78,42.8
1016,Gold,Organic,11.1,Full-Price,9,1,4538.73,4504.7,34.03
986,Bronze,Organic,11.1,Full-Price,9,1,2405.9,2280.08,125.82
960,Bronze,Referral,11.1,Full-Price,9,1,2145.64,2041.44,104.2
1185,Bronze,Organic,11.1,Full-Price,9,1,2040.97,1870.72,170.25
1161,Silver,Organic,11.1,Full-Price,9,1,3151.32,3143.43,7.89
1086,Bronze,Paid,11.1,Full-Price,9,1,1337.8,1307.87,29.93
